,HOG,files,label
665,[0.06837189 0.02615323 0.00507784 ... 0.0070562  0.01156304 0.01663454],./outputs/extra_images/Cars_665_Extra.png,1.0
666,[0.1156014  0.02903917 0.02807545 ... 0.00619265 0.0043689  0.17415425],./outputs/extra_images/Cars_666_Extra.png,1.0
667,[0.45913726 0.11656025 0.02895594 ... 0.00572994 0.0128453  0.35960329],./outputs/extra_images/Cars_667_Extra.png,1.0
668,[0.35483733 0.35483733 0.14087439 ... 0.01683614 0.07239958 0.35822934],./outputs/extra_images/Cars_668_Extra.png,1.0
669,[0.35295892 0.35295892 0.03431058 ... 0.00052179 0.00091644 0.26013437],./outputs/extra_images/Cars_669_Extra.png,1.0
670,[0.04640116 0.03392956 0.02694416 ... 0.07538433 0.1674225  0.33226094],./outputs/extra_images/Cars_670_Extra.png,1.0
671,[0.05811387 0.03333298 0.18215072 ... 0.00982542 0.01253921 0.0109423 ],./outputs/extra_images/Cars_671_Extra.png,1.0
672,[0.17202654 0.08889055 0.04936352 ... 0.01745311 0.01664321 0.02787251],./outputs/extra_images/Cars_672_Extra.png,1.0
673,[0.01991898 0.00989479 0.05391653 ... 0.00734867 0.00951989 0.00300841],./outputs/extra_images/Cars_673_Extra.png,1.0
674,[0.06157093 0.03890562 0.02352077 ... 0.00030786 0.         0.00104396],./outputs/extra_images/Cars_674_Extra.png,1.0
675,[0.46799731 0.25477514 0.00355614 ... 0.00058598 0.01274723 0.36913821],./outputs/extra_images/Cars_675_Extra.png,1.0
676,[0.29728207 0.13903055 0.06478994 ... 0.00383955 0.0224316  0.03743372],./outputs/extra_images/Cars_676_Extra.png,1.0
677,[0.04327198 0.03600433 0.01463588 ... 0.00037805 0.00114089 0.00568113],./outputs/extra_images/Cars_677_Extra.png,1.0
678,[0.11377881 0.03649912 0.0021929  ... 0.00015425 0.00177095 0.01392658],./outputs/extra_images/Cars_678_Extra.png,1.0
679,[0.41505533 0.10027789 0.         ... 0.00307152 0.01093973 0.35028678],./outputs/extra_images/Cars_679_Extra.png,1.0
680,[0.0351824  0.03764785 0.02083026 ... 0.0054758  0.0350235  0.09575711],./outputs/extra_images/Cars_680_Extra.png,1.0
681,[0.02578032 0.03255171 0.01551085 ... 0.01050392 0.01288413 0.03678989],./outputs/extra_images/Cars_681_Extra.png,1.0
682,[0.06373055 0.03465288 0.01904533 ... 0.00118138 0.00327304 0.08295435],./outputs/extra_images/Cars_682_Extra.png,1.0
683,[0.31518149 0.06043427 0.02181457 ... 0.01042095 0.00822367 0.36322829],./outputs/extra_images/Cars_683_Extra.png,1.0
684,[0.0361855  0.03243125 0.03371391 ... 0.02746226 0.01482929 0.33279654],./outputs/extra_images/Cars_684_Extra.png,1.0
685,[0.46604672 0.21719088 0.01022395 ... 0.02649249 0.03009384 0.39217779],./outputs/extra_images/Cars_685_Extra.png,1.0
686,[0.01890298 0.01419367 0.00761978 ... 0.0174486  0.02674606 0.32458398],./outputs/extra_images/Cars_686_Extra.png,1.0
687,[0.02865508 0.02030397 0.02615909 ... 0.03599868 0.01150779 0.17440227],./outputs/extra_images/Cars_687_Extra.png,1.0
688,[0.1967424  0.12397653 0.13395628 ... 0.01441698 0.0132611  0.12128408],./outputs/extra_images/Cars_688_Extra.png,1.0
689,[0.05631788 0.03462885 0.03672538 ... 0.03742535 0.00585029 0.08999567],./outputs/extra_images/Cars_689_Extra.png,1.0
690,[0.04203206 0.0340739  0.02815949 ... 0.00775497 0.02011137 0.21368779],./outputs/extra_images/Cars_690_Extra.png,1.0
691,[0.37491754 0.03606095 0.02247916 ... 0.02107513 0.04356251 0.32755604],./outputs/extra_images/Cars_691_Extra.png,1.0
692,[0.23123595 0.180466   0.04010424 ... 0.00084146 0.00782978 0.05494387],./outputs/extra_images/Cars_692_Extra.png,1.0
693,[0.47770858 0.14264996 0.00931564 ... 0.002054   0.00661553 0.34467778],./outputs/extra_images/Cars_693_Extra.png,1.0
694,[0.07960202 0.01882968 0.00156222 ... 0.0030353  0.00187836 0.13895293],./outputs/extra_images/Cars_694_Extra.png,1.0
695,"[2.46073771e-02 2.54830848e-02 6.69441326e-03 ... 3.57214558e-05
 1.27042329e-03 1.14049306e-02]",./outputs/extra_images/Cars_695_Extra.png,1.0
696,[0.12163197 0.06014516 0.04031485 ... 0.01460086 0.01716312 0.29552683],./outputs/extra_images/Cars_696_Extra.png,1.0
697,[0.45282927 0.32904199 0.00488792 ... 0.01701506 0.01009125 0.37511441],./outputs/extra_images/Cars_697_Extra.png,1.0
698,[0.11266934 0.06790278 0.02254415 ... 0.00967456 0.02983755 0.29427305],./outputs/extra_images/Cars_698_Extra.png,1.0
699,[0.03584655 0.01775332 0.04117545 ... 0.01303574 0.00767753 0.06472535],./outputs/extra_images/Cars_699_Extra.png,1.0
700,[0.13270077 0.12655541 0.05628753 ... 0.00908912 0.0183663  0.27916825],./outputs/extra_images/Cars_700_Extra.png,1.0
701,[0.00277355 0.00382828 0.09326997 ... 0.03944783 0.00330024 0.06936231],./outputs/extra_images/Cars_701_Extra.png,1.0
702,[0.03198073 0.02507945 0.04420719 ... 0.02442438 0.07287782 0.2700471 ],./outputs/extra_images/Cars_702_Extra.png,1.0
703,[0.4111405  0.40159544 0.00702933 ... 0.01208427 0.03234164 0.34236974],./outputs/extra_images/Cars_703_Extra.png,1.0
704,[0.34956479 0.51493722 0.15797089 ... 0.04051217 0.04087014 0.12449906],./outputs/extra_images/Cars_704_Extra.png,1.0
705,[0.00368364 0.00054037 0.29003033 ... 0.00117428 0.00063821 0.00042706],./outputs/extra_images/Cars_705_Extra.png,1.0
706,[0.18445437 0.04369278 0.01369742 ... 0.0031347  0.01544267 0.07111632],./outputs/extra_images/Cars_706_Extra.png,1.0
707,[0.38426763 0.38426763 0.0380769  ... 0.08849935 0.00532376 0.25357613],./outputs/extra_images/Cars_707_Extra.png,1.0
708,[0.34458137 0.35465923 0.124048   ... 0.00474485 0.01515817 0.11506003],./outputs/extra_images/Cars_708_Extra.png,1.0
709,[0.1138112  0.0850791  0.05040102 ... 0.00098162 0.00582176 0.04171061],./outputs/extra_images/Cars_709_Extra.png,1.0
710,[0.01844095 0.01824642 0.01734337 ... 0.00853302 0.00699212 0.05962219],./outputs/extra_images/Cars_710_Extra.png,1.0
711,[0.28999504 0.00892795 0.01827575 ... 0.00852372 0.01027352 0.34749267],./outputs/extra_images/Cars_711_Extra.png,1.0
712,[0.25856721 0.28343055 0.34067634 ... 0.0535457  0.12230853 0.32286581],./outputs/extra_images/Cars_712_Extra.png,1.0
713,[0.45895347 0.22072583 0.1780588  ... 0.0396778  0.04069335 0.3360807 ],./outputs/extra_images/Cars_713_Extra.png,1.0
714,[0.02949562 0.01276697 0.0186626  ... 0.04189855 0.0808619  0.30379364],./outputs/extra_images/Cars_714_Extra.png,1.0
715,[0.03067211 0.0155076  0.00892685 ... 0.00824625 0.03720384 0.19698337],./outputs/extra_images/Cars_715_Extra.png,1.0
716,[0.02179183 0.03308697 0.03751509 ... 0.015675   0.02855798 0.05009907],./outputs/extra_images/Cars_716_Extra.png,1.0
717,[0.40375787 0.40375787 0.01896393 ... 0.03917428 0.05380358 0.25292   ],./outputs/extra_images/Cars_717_Extra.png,1.0
718,[0.1277559  0.12836036 0.14628668 ... 0.00308127 0.00128202 0.0208123 ],./outputs/extra_images/Cars_718_Extra.png,1.0
719,"[1.07989023e-02 1.48583166e-02 1.78924233e-01 ... 0.00000000e+00
 0.00000000e+00 2.40616537e-05]",./outputs/extra_images/Cars_719_Extra.png,1.0
720,[0.02179829 0.01476092 0.04509978 ... 0.00555087 0.03695232 0.14465922],./outputs/extra_images/Cars_720_Extra.png,1.0
721,"[3.74009073e-01 3.74009073e-01 4.72236760e-02 ... 5.08450437e-04
 1.04679566e-04 3.35036367e-01]",./outputs/extra_images/Cars_721_Extra.png,1.0
722,[0.07519881 0.00936181 0.01659588 ... 0.01376423 0.01653498 0.01547316],./outputs/extra_images/Cars_722_Extra.png,1.0
723,[0.         0.         0.10269982 ... 0.00239152 0.00231949 0.0007675 ],./outputs/extra_images/Cars_723_Extra.png,1.0
724,[0.04722765 0.02856662 0.03538694 ... 0.01966918 0.01111127 0.02980284],./outputs/extra_images/Cars_724_Extra.png,1.0
725,[0.36527842 0.36527842 0.04868755 ... 0.00241593 0.00277073 0.28528887],./outputs/extra_images/Cars_725_Extra.png,1.0
726,[0.04707714 0.01678895 0.0097218  ... 0.0022327  0.00199062 0.07717738],./outputs/extra_images/Cars_726_Extra.png,1.0
727,[0.00218753 0.00234095 0.247897   ... 0.00032256 0.00303823 0.00261127],./outputs/extra_images/Cars_727_Extra.png,1.0
728,[0.05238512 0.07329233 0.35344106 ... 0.03803999 0.04834073 0.15748459],./outputs/extra_images/Cars_728_Extra.png,1.0
729,[0.01516533 0.05887178 0.30555549 ... 0.00800828 0.020235   0.07532986],./outputs/extra_images/Cars_729_Extra.png,1.0
730,[0.15163761 0.23986328 0.23986328 ... 0.00096513 0.01272898 0.04468444],./outputs/extra_images/Cars_730_Extra.png,1.0
731,[0.23860987 0.17620216 0.23860987 ... 0.01877784 0.02118789 0.30538371],./outputs/extra_images/Cars_731_Extra.png,1.0
732,[0.31385332 0.4800106  0.21400782 ... 0.01364233 0.00595292 0.03491738],./outputs/extra_images/Cars_732_Extra.png,1.0
733,[0.46866497 0.23952611 0.09672644 ... 0.01254683 0.01087091 0.30636117],./outputs/extra_images/Cars_733_Extra.png,1.0
734,[0.02756386 0.01714153 0.02490036 ... 0.00581444 0.00253196 0.01436134],./outputs/extra_images/Cars_734_Extra.png,1.0
735,[0.00794967 0.00289854 0.01785601 ... 0.0012517  0.0004183  0.0045073 ],./outputs/extra_images/Cars_735_Extra.png,1.0
736,[0.01351633 0.01006735 0.01966337 ... 0.0090961  0.01212047 0.03077892],./outputs/extra_images/Cars_736_Extra.png,1.0
737,[0.40041494 0.39294356 0.00379687 ... 0.00594499 0.00854585 0.32214591],./outputs/extra_images/Cars_737_Extra.png,1.0
738,[0.07476414 0.02568794 0.01062167 ... 0.         0.00424522 0.03742793],./outputs/extra_images/Cars_738_Extra.png,1.0
739,[0.01159777 0.0087123  0.06620792 ... 0.         0.         0.        ],./outputs/extra_images/Cars_739_Extra.png,1.0
740,[0.03784119 0.01988262 0.01739191 ... 0.01648529 0.06076635 0.23661689],./outputs/extra_images/Cars_740_Extra.png,1.0
741,[0.44924885 0.32285106 0.00686856 ... 0.02478785 0.07262202 0.33304057],./outputs/extra_images/Cars_741_Extra.png,1.0
742,[0.13348299 0.30757374 0.30757374 ... 0.02088874 0.02101701 0.07566263],./outputs/extra_images/Cars_742_Extra.png,1.0
743,[0.05618873 0.13329931 0.09193972 ... 0.00093749 0.00037574 0.03120218],./outputs/extra_images/Cars_743_Extra.png,1.0
744,[0.39297181 0.36884147 0.20101847 ... 0.00523631 0.01831032 0.04349959],./outputs/extra_images/Cars_744_Extra.png,1.0
745,[0.47821885 0.1652216  0.06459938 ... 0.01772945 0.00947874 0.3010861 ],./outputs/extra_images/Cars_745_Extra.png,1.0
746,[0.17666809 0.05534263 0.02777101 ... 0.00216549 0.00218053 0.01177516],./outputs/extra_images/Cars_746_Extra.png,1.0
747,[0.06667488 0.02436216 0.01218212 ... 0.         0.         0.00027029],./outputs/extra_images/Cars_747_Extra.png,1.0
748,[0.04083915 0.02823014 0.04239694 ... 0.03203049 0.01307527 0.30876422],./outputs/extra_images/Cars_748_Extra.png,1.0
749,[0.38002086 0.38002086 0.0066299  ... 0.01376989 0.01869202 0.35023037],./outputs/extra_images/Cars_749_Extra.png,1.0
750,[0.04869339 0.05319366 0.02813722 ... 0.01108152 0.05279188 0.16184145],./outputs/extra_images/Cars_750_Extra.png,1.0
751,[0.00961288 0.02267548 0.15564385 ... 0.01103387 0.00410234 0.0030229 ],./outputs/extra_images/Cars_751_Extra.png,1.0
752,[0.02154238 0.01157315 0.00455504 ... 0.00625559 0.0395815  0.21354452],./outputs/extra_images/Cars_752_Extra.png,1.0
753,[0.40086934 0.40086934 0.01963306 ... 0.00551914 0.00995432 0.29991308],./outputs/extra_images/Cars_753_Extra.png,1.0
754,[0.08299931 0.03453295 0.02771266 ... 0.00919895 0.02814044 0.11943727],./outputs/extra_images/Cars_754_Extra.png,1.0
755,[0.00398376 0.00221539 0.18688504 ... 0.00433287 0.00063327 0.        ],./outputs/extra_images/Cars_755_Extra.png,1.0
756,[0.20918199 0.40285149 0.12831698 ... 0.02156788 0.06539321 0.14611827],./outputs/extra_images/Cars_756_Extra.png,1.0
757,[0.11176248 0.16047658 0.0466365  ... 0.00422683 0.00842381 0.01521883],./outputs/extra_images/Cars_757_Extra.png,1.0
758,[0.15788613 0.01490419 0.00719253 ... 0.00528701 0.00457452 0.12721343],./outputs/extra_images/Cars_758_Extra.png,1.0
759,[0.47378221 0.24679495 0.00058574 ... 0.08166265 0.06279674 0.36192378],./outputs/extra_images/Cars_759_Extra.png,1.0
760,[0.03038276 0.04334921 0.0305186  ... 0.04645412 0.13275413 0.33235613],./outputs/extra_images/Cars_760_Extra.png,1.0
761,[0.0076935  0.00434428 0.03875405 ... 0.03705741 0.0460716  0.32776234],./outputs/extra_images/Cars_761_Extra.png,1.0
762,[0.00902754 0.00261862 0.00068241 ... 0.07169641 0.23597579 0.33918774],./outputs/extra_images/Cars_762_Extra.png,1.0
763,[0.32233617 0.1427763  0.00079396 ... 0.03252278 0.06544846 0.39131716],./outputs/extra_images/Cars_763_Extra.png,1.0
764,[0.32486939 0.39552236 0.20283358 ... 0.00770291 0.01477129 0.0388933 ],./outputs/extra_images/Cars_764_Extra.png,1.0
765,[0.00699776 0.00252348 0.19855288 ... 0.00368873 0.00606894 0.00576913],./outputs/extra_images/Cars_765_Extra.png,1.0
766,[0.08911143 0.02781295 0.01552182 ... 0.01762808 0.00309233 0.00573462],./outputs/extra_images/Cars_766_Extra.png,1.0
767,[0.36764878 0.36764878 0.01207604 ... 0.02322179 0.01064021 0.33487475],./outputs/extra_images/Cars_767_Extra.png,1.0
768,[0.03042712 0.03039603 0.01505472 ... 0.04283884 0.03451832 0.02661781],./outputs/extra_images/Cars_768_Extra.png,1.0
769,[0.35447109 0.35447109 0.01716389 ... 0.01332109 0.03356589 0.33938166],./outputs/extra_images/Cars_769_Extra.png,1.0
770,[0.13591912 0.1957082  0.0746692  ... 0.02247162 0.01133236 0.01484066],./outputs/extra_images/Cars_770_Extra.png,1.0
771,[0.06513901 0.06579731 0.15940452 ... 0.00626429 0.00096506 0.0004531 ],./outputs/extra_images/Cars_771_Extra.png,1.0
772,[0.17153333 0.20989303 0.20657569 ... 0.06866354 0.10596119 0.29941258],./outputs/extra_images/Cars_772_Extra.png,1.0
773,[0.47966582 0.11698425 0.06506652 ... 0.03755904 0.06822163 0.36063424],./outputs/extra_images/Cars_773_Extra.png,1.0
774,[0.05405435 0.04733159 0.0295757  ... 0.05972732 0.08133014 0.31978494],./outputs/extra_images/Cars_774_Extra.png,1.0
775,[0.03716544 0.03917592 0.01873658 ... 0.02796184 0.06719903 0.26897463],./outputs/extra_images/Cars_775_Extra.png,1.0
776,[0.03005094 0.0211833  0.04033219 ... 0.02826948 0.02260553 0.08529673],./outputs/extra_images/Cars_776_Extra.png,1.0
777,[0.00519375 0.0019793  0.00579804 ... 0.01572214 0.00613384 0.02211861],./outputs/extra_images/Cars_777_Extra.png,1.0
778,[0.14698969 0.10100557 0.22393607 ... 0.00169677 0.00106992 0.02417212],./outputs/extra_images/Cars_778_Extra.png,1.0
779,[0.3177571  0.19225451 0.15953422 ... 0.01142698 0.00385595 0.34409079],./outputs/extra_images/Cars_779_Extra.png,1.0
780,[0.15419851 0.15153436 0.10969409 ... 0.03916968 0.04537204 0.32788357],./outputs/extra_images/Cars_780_Extra.png,1.0
781,[0.07541853 0.07922219 0.03461459 ... 0.07227292 0.10888984 0.37450886],./outputs/extra_images/Cars_781_Extra.png,1.0
782,[0.00824432 0.00488722 0.00167337 ... 0.07286214 0.12625317 0.32156479],./outputs/extra_images/Cars_782_Extra.png,1.0
783,[0.16886415 0.00692581 0.0046676  ... 0.01778197 0.14720471 0.3832348 ],./outputs/extra_images/Cars_783_Extra.png,1.0
784,[0.06369915 0.01323717 0.00938818 ... 0.03538508 0.01460192 0.02262962],./outputs/extra_images/Cars_784_Extra.png,1.0
785,[0.00476527 0.00297663 0.05283856 ... 0.00045107 0.         0.00122356],./outputs/extra_images/Cars_785_Extra.png,1.0
786,[0.18922259 0.25026339 0.19084142 ... 0.03161582 0.01332041 0.07610803],./outputs/extra_images/Cars_786_Extra.png,1.0
787,"[2.65272051e-01 2.65272051e-01 1.60624757e-01 ... 3.19558952e-04
 2.52652448e-03 4.51495171e-01]",./outputs/extra_images/Cars_787_Extra.png,1.0
788,[0.00504687 0.00527789 0.00774063 ... 0.05845043 0.01724005 0.0288293 ],./outputs/extra_images/Cars_788_Extra.png,1.0
789,[0.3522999  0.22351411 0.00710692 ... 0.03382183 0.01779371 0.41549897],./outputs/extra_images/Cars_789_Extra.png,1.0
790,[0.18362466 0.07526534 0.12156178 ... 0.01298095 0.02054094 0.048024  ],./outputs/extra_images/Cars_790_Extra.png,1.0
791,[0.00161645 0.01409521 0.06656665 ... 0.00720303 0.04468009 0.04562079],./outputs/extra_images/Cars_791_Extra.png,1.0
792,[0.00061307 0.00111294 0.01234299 ... 0.02249239 0.00757106 0.00854717],./outputs/extra_images/Cars_792_Extra.png,1.0
793,[0.35532603 0.35532603 0.02604326 ... 0.02202958 0.00453509 0.33245003],./outputs/extra_images/Cars_793_Extra.png,1.0
794,[0.14770871 0.26842758 0.214101   ... 0.01816685 0.00762531 0.01045517],./outputs/extra_images/Cars_794_Extra.png,1.0
795,[0.01598639 0.00882237 0.15488717 ... 0.00847676 0.00288928 0.00042855],./outputs/extra_images/Cars_795_Extra.png,1.0
796,[0.40687981 0.40687981 0.07590995 ... 0.06449763 0.06019332 0.08728643],./outputs/extra_images/Cars_796_Extra.png,1.0
797,[0.1775806  0.08053496 0.02742227 ... 0.01207223 0.01343118 0.01877035],./outputs/extra_images/Cars_797_Extra.png,1.0
798,[0.02851895 0.00856124 0.01634743 ... 0.00394753 0.01145407 0.15635355],./outputs/extra_images/Cars_798_Extra.png,1.0
799,[0.44815469 0.10729445 0.00666932 ... 0.0178784  0.03092513 0.37205088],./outputs/extra_images/Cars_799_Extra.png,1.0
800,[0.02551475 0.06210047 0.30374557 ... 0.01409723 0.00562242 0.01234327],./outputs/extra_images/Cars_800_Extra.png,1.0
801,[0.00548474 0.0315975  0.29227045 ... 0.00115827 0.00256844 0.00629574],./outputs/extra_images/Cars_801_Extra.png,1.0
802,[0.1452021  0.09090302 0.14906213 ... 0.02194998 0.02034903 0.03498796],./outputs/extra_images/Cars_802_Extra.png,1.0
803,[0.34587952 0.34587952 0.02217392 ... 0.00872363 0.01330731 0.32443503],./outputs/extra_images/Cars_803_Extra.png,1.0
804,[0.18918927 0.22308666 0.10050741 ... 0.05152365 0.03742736 0.29146436],./outputs/extra_images/Cars_804_Extra.png,1.0
805,[0.19464076 0.21169332 0.08775124 ... 0.08420951 0.12384632 0.30419955],./outputs/extra_images/Cars_805_Extra.png,1.0
806,[0.05850486 0.01999385 0.02035099 ... 0.10752505 0.05578605 0.14987548],./outputs/extra_images/Cars_806_Extra.png,1.0
807,[0.31271726 0.02747869 0.02797439 ... 0.11536831 0.06251536 0.28988269],./outputs/extra_images/Cars_807_Extra.png,1.0
808,[0.01687672 0.04947552 0.32242152 ... 0.02241205 0.04143863 0.11514078],./outputs/extra_images/Cars_808_Extra.png,1.0
809,[0.00416929 0.02853926 0.31221864 ... 0.02666048 0.01576373 0.01743443],./outputs/extra_images/Cars_809_Extra.png,1.0
810,[0.132772   0.29410481 0.29410481 ... 0.00909057 0.00802482 0.03243058],./outputs/extra_images/Cars_810_Extra.png,1.0
811,[0.36832571 0.36832571 0.07969391 ... 0.07268566 0.05368836 0.26583537],./outputs/extra_images/Cars_811_Extra.png,1.0
812,[0.23570512 0.23899478 0.30170068 ... 0.0184051  0.03283967 0.07007825],./outputs/extra_images/Cars_812_Extra.png,1.0
813,[0.38541573 0.38541573 0.14149493 ... 0.05592909 0.03410622 0.37141082],./outputs/extra_images/Cars_813_Extra.png,1.0
814,[0.1694257  0.0962406  0.11520708 ... 0.14210519 0.2988185  0.2988185 ],./outputs/extra_images/Cars_814_Extra.png,1.0
815,[0.06171895 0.04998228 0.07541724 ... 0.14779803 0.14019541 0.06292532],./outputs/extra_images/Cars_815_Extra.png,1.0
816,[0.05296692 0.01773236 0.0082556  ... 0.0711136  0.04750879 0.2608524 ],./outputs/extra_images/Cars_816_Extra.png,1.0
817,[0.02441874 0.00493005 0.00410567 ... 0.09424701 0.07781513 0.13575289],./outputs/extra_images/Cars_817_Extra.png,1.0
818,[0.19443776 0.31295857 0.31295857 ... 0.00758116 0.02269765 0.04960552],./outputs/extra_images/Cars_818_Extra.png,1.0
819,[0.33875597 0.33875597 0.33875597 ... 0.00858583 0.07541741 0.2960448 ],./outputs/extra_images/Cars_819_Extra.png,1.0
820,[0.1479664  0.0983523  0.09673247 ... 0.07764366 0.07470057 0.12768555],./outputs/extra_images/Cars_820_Extra.png,1.0
821,[0.02225934 0.07075273 0.31886038 ... 0.06010018 0.02334066 0.03723373],./outputs/extra_images/Cars_821_Extra.png,1.0
822,[0.06823335 0.0433743  0.14553221 ... 0.06730359 0.21219681 0.23210134],./outputs/extra_images/Cars_822_Extra.png,1.0
823,[0.30657014 0.30657014 0.03433602 ... 0.0017196  0.03582761 0.34290808],./outputs/extra_images/Cars_823_Extra.png,1.0
824,[0.05464238 0.02643189 0.01333119 ... 0.07301243 0.03750741 0.18964957],./outputs/extra_images/Cars_824_Extra.png,1.0
825,[0.38695827 0.38695827 0.00338919 ... 0.02171713 0.02181613 0.32230702],./outputs/extra_images/Cars_825_Extra.png,1.0
826,[0.18115836 0.18557784 0.10683363 ... 0.02198203 0.01935231 0.01398306],./outputs/extra_images/Cars_826_Extra.png,1.0
827,[0.09309865 0.10215084 0.1288096  ... 0.01887413 0.01403476 0.02963662],./outputs/extra_images/Cars_827_Extra.png,1.0
828,[0.04380659 0.10013568 0.30293354 ... 0.03731703 0.03162307 0.03075129],./outputs/extra_images/Cars_828_Extra.png,1.0
829,[0.04274093 0.08701432 0.20188113 ... 0.02939424 0.01704012 0.06091038],./outputs/extra_images/Cars_829_Extra.png,1.0
830,[0.23555413 0.18736476 0.17219378 ... 0.21524619 0.23068827 0.21582088],./outputs/extra_images/Cars_830_Extra.png,1.0
831,[0.26859245 0.2097317  0.13015933 ... 0.21202794 0.170589   0.25443369],./outputs/extra_images/Cars_831_Extra.png,1.0
832,[0.03715661 0.0330217  0.01092405 ... 0.12529264 0.09459192 0.02987108],./outputs/extra_images/Cars_832_Extra.png,1.0
833,[0.37390828 0.37390828 0.04583284 ... 0.00488788 0.00437166 0.33241451],./outputs/extra_images/Cars_833_Extra.png,1.0
834,[0.10299792 0.18798788 0.24045546 ... 0.01079189 0.00419617 0.04199134],./outputs/extra_images/Cars_834_Extra.png,1.0
835,"[3.71592306e-02 4.42163274e-02 3.10935855e-01 ... 2.80731256e-05
 9.38156973e-06 1.33394597e-05]",./outputs/extra_images/Cars_835_Extra.png,1.0
836,[0.18765573 0.29731342 0.25664818 ... 0.06872556 0.06679464 0.1064709 ],./outputs/extra_images/Cars_836_Extra.png,1.0
837,[0.00926304 0.02042353 0.13620496 ... 0.00701485 0.02987045 0.06709163],./outputs/extra_images/Cars_837_Extra.png,1.0
838,[0.06153223 0.04792413 0.06886527 ... 0.27428138 0.16627851 0.27428138],./outputs/extra_images/Cars_838_Extra.png,1.0
839,[0.35574222 0.35574222 0.09898221 ... 0.08821088 0.13903499 0.34398291],./outputs/extra_images/Cars_839_Extra.png,1.0
840,[0.03273459 0.0419541  0.02474057 ... 0.03643527 0.04788752 0.04847753],./outputs/extra_images/Cars_840_Extra.png,1.0
841,[0.00065535 0.00055961 0.12013698 ... 0.00067161 0.00155207 0.0016123 ],./outputs/extra_images/Cars_841_Extra.png,1.0
842,[0.01205263 0.00967421 0.00713535 ... 0.01239311 0.00594231 0.0184528 ],./outputs/extra_images/Cars_842_Extra.png,1.0
843,[0.39569989 0.39569989 0.02705818 ... 0.10105353 0.00379293 0.26143864],./outputs/extra_images/Cars_843_Extra.png,1.0
844,[0.0490059  0.02311804 0.01581108 ... 0.02567352 0.02150896 0.04717579],./outputs/extra_images/Cars_844_Extra.png,1.0
845,[0.34211934 0.02284553 0.01358155 ... 0.01721057 0.01375325 0.18192594],./outputs/extra_images/Cars_845_Extra.png,1.0
846,[0.07385301 0.30184454 0.30184454 ... 0.03729001 0.02009623 0.02947157],./outputs/extra_images/Cars_846_Extra.png,1.0
847,[0.07511877 0.2966004  0.23286262 ... 0.0185771  0.00803171 0.06705   ],./outputs/extra_images/Cars_847_Extra.png,1.0
848,[0.1983999  0.12132956 0.12072283 ... 0.01821576 0.04368911 0.27720699],./outputs/extra_images/Cars_848_Extra.png,1.0
849,[0.41838318 0.41838318 0.01747866 ... 0.00215171 0.00733457 0.36119771],./outputs/extra_images/Cars_849_Extra.png,1.0
850,[0.03850622 0.03388712 0.01883963 ... 0.03827815 0.02864957 0.26889682],./outputs/extra_images/Cars_850_Extra.png,1.0
851,[0.00316358 0.01328577 0.08215631 ... 0.00299259 0.00064904 0.0067624 ],./outputs/extra_images/Cars_851_Extra.png,1.0
852,[0.33066335 0.34762996 0.25052249 ... 0.02296515 0.02835856 0.03191135],./outputs/extra_images/Cars_852_Extra.png,1.0
853,[0.34310296 0.34310296 0.20768042 ... 0.01838611 0.02823985 0.36841959],./outputs/extra_images/Cars_853_Extra.png,1.0
854,[0.03118219 0.00670705 0.01380221 ... 0.03588453 0.02340301 0.01747323],./outputs/extra_images/Cars_854_Extra.png,1.0
855,[0.01059095 0.00491249 0.03266916 ... 0.00174194 0.00370924 0.00333797],./outputs/extra_images/Cars_855_Extra.png,1.0
856,[0.07003424 0.13971874 0.34390846 ... 0.05083396 0.04754341 0.03783244],./outputs/extra_images/Cars_856_Extra.png,1.0
857,[0.39140889 0.39140889 0.00518044 ... 0.0080235  0.00555777 0.36238828],./outputs/extra_images/Cars_857_Extra.png,1.0
858,[0.07904147 0.26109409 0.26109409 ... 0.09067337 0.04297044 0.02886682],./outputs/extra_images/Cars_858_Extra.png,1.0
859,[0.06019866 0.16409941 0.23323798 ... 0.00085431 0.00117441 0.00072559],./outputs/extra_images/Cars_859_Extra.png,1.0
860,[0.15373738 0.32585928 0.20409586 ... 0.05980176 0.0410269  0.06679427],./outputs/extra_images/Cars_860_Extra.png,1.0
861,[0.13496676 0.08348875 0.07269536 ... 0.00818138 0.00749363 0.01128154],./outputs/extra_images/Cars_861_Extra.png,1.0
862,[0.14522257 0.06083652 0.03233073 ... 0.00844989 0.00658059 0.01849466],./outputs/extra_images/Cars_862_Extra.png,1.0
863,[0.39410567 0.37755498 0.00186337 ... 0.04313035 0.01377194 0.35097215],./outputs/extra_images/Cars_863_Extra.png,1.0
864,[0.03582276 0.03494873 0.09098393 ... 0.01812429 0.01451217 0.0721471 ],./outputs/extra_images/Cars_864_Extra.png,1.0
865,[0.4570747  0.34047949 0.00528227 ... 0.01581529 0.02678265 0.31719324],./outputs/extra_images/Cars_865_Extra.png,1.0
866,[0.12313969 0.33084595 0.28899828 ... 0.01663841 0.00236069 0.01358813],./outputs/extra_images/Cars_866_Extra.png,1.0
867,[0.08544569 0.29570892 0.2351687  ... 0.         0.         0.00076592],./outputs/extra_images/Cars_867_Extra.png,1.0
868,[0.10144843 0.05673754 0.04376578 ... 0.03369021 0.04551335 0.26100791],./outputs/extra_images/Cars_868_Extra.png,1.0
